title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,ratings,metascore,imdbrating,imdbvotes,imdbid,type,dvd,boxoffice,production,website,response,directorid,actorid,budget,num_directors,num_actors,actor_rev5,actor_rev10,director_films5,actor_films5,actor_films10,director_rev10,director_films10,director_rev5
Wreck-It Ralph,2012,PG,2012-11-02,101,Animation,Rich Moore,"Rich Moore, Phil Johnston, Jim Reardon","John C. Reilly, Jack McBrayer, Jane Lynch","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",English,"United States, Japan",Nominated for 1 Oscar. 33 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",72.0,7.7,"442,999",tt1772341,movie,12 Oct 2014,189422889,,,True,['nm0601781'],"['nm0000604', 'nm1442113', 'nm0528331']",165000000.0,1,3,250221472,423908201,0,7,9,0,0,0
Ice Age: Continental Drift,2012,PG,2012-07-13,88,Animation,"Steve Martino, Michael Thurmeier","Michael Berg, Jason Fuchs, Lori Forte","Ray Romano, Denis Leary, John Leguizamo","Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",English,"United States, United Kingdom, Canada",2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTM3NDM5MzY5Ml5BMl5BanBnXkFtZTcwNjExMDUwOA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",49.0,6.5,"218,839",tt1667889,movie,27 Apr 2014,161321843,,,True,"['nm0553942', 'nm0862211']","['nm0005380', 'nm0001459', 'nm0000491']",95000000.0,2,3,661731725,1304202386,2,5,12,351103144,2,351103144
Snow White and the Huntsman,2012,PG-13,2012-06-01,127,Action,Rupert Sanders,"Evan Daugherty, John Lee Hancock, Hossein Amini","Kristen Stewart, Chris Hemsworth, Charlize Theron","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",English,"United States, United Kingdom",Nominated for 2 Oscars. 13 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BOGQ5MWNjZGQtOWM2ZC00MjEyLWEwODAtN2JmN2U0OWQ0YzI3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",57.0,6.1,"297,429",tt1735898,movie,31 Jul 2015,155332381,,,True,['nm2782185'],"['nm0829576', 'nm1165110', 'nm0000234']",170000000.0,1,3,1575471795,1724357905,0,12,19,0,0,0
Hotel Transylvania,2012,PG,2012-09-28,91,Animation,Genndy Tartakovsky,"Peter Baynham, Robert Smigel, Todd Durham","Adam Sandler, Kevin James, Andy Samberg","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.",English,"United States, Canada",2 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",47.0,7.0,"270,609",tt0837562,movie,07 Sep 2014,148313048,,,True,['nm0850733'],"['nm0001191', 'nm0416673', 'nm1676221']",85000000.0,1,3,1145399765,2307439227,0,14,27,0,0,0
Taken 2,2012,PG-13,2012-10-05,92,Action,Olivier Megaton,"Luc Besson, Robert Mark Kamen","Liam Neeson, Famke Janssen, Maggie Grace","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","English, Turkish, Arabic","France, United States, Turkey, United Kingdom",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",45.0,6.2,"316,218",tt1397280,movie,01 Aug 2014,139854287,,,True,['nm0576298'],"['nm0000553', 'nm0000463', 'nm1192254']",45000000.0,1,3,1017333556,1248895584,2,14,20,68380916,2,68380916
21 Jump Street,2012,R,2012-03-16,109,Action,"Phil Lord, Christopher Miller","Michael Bacall, Jonah Hill, Patrick Hasburgh","Jonah Hill, Channing Tatum, Ice Cube",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,English,United States,11 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BNTZjNzRjMTMtZDMzNy00Y2ZjLTg0OTAtZjVhNzYyZmJjOTljXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",69.0,7.2,"582,039",tt1232829,movie,04 Feb 2014,138447667,,,True,"['nm0520488', 'nm0588087']","['nm1706767', 'nm1475594', 'nm0001084']",42000000.0,2,3,959763428,1400066567,2,15,24,249740550,2,249740550
Lincoln,2012,PG-13,2012-11-16,150,Biography,Steven Spielberg,"Tony Kushner, Doris Kearns Goodwin","Daniel Day-Lewis, Sally Field, David Strathairn","As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",English,"United States, India",Won 2 Oscars. 107 wins & 251 nominations total,https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",87.0,7.3,"267,634",tt0443272,movie,03 Oct 2014,182207973,,,True,['nm0000229'],"['nm0000358', 'nm0000398', 'nm0000657']",65000000.0,1,3,131094532,369665881,3,3,7,998750102,7,474577829
Prometheus,2012,R,2012-06-08,124,Adventure,Ridley Scott,"Jon Spaihts, Damon Lindelof, Dan O'Bannon","Noomi Rapace, Logan Marshall-Green, Michael Fassbender","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.","English, Gaelic","United Kingdom, United States",Nominated for 1 Oscar. 6 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",64.0,7.0,"626,784",tt1446714,movie,01 Mar 2013,126477084,,,True,['nm0000631'],"['nm0636426', 'nm1334869', 'nm1055413']",130000000.0,1,3,205221677,205221677,3,7,7,366593214,6,274829041
Safe House,2012,R,2012-02-10,115,Action,Daniel Espinosa,David Guggenheim,"Denzel Washington, Ryan Reynolds, Robert Patrick","A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.","English, Afrikaans","South Africa, United States, Japan",1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",52.0,6.7,"230,472",tt1599348,movie,01 Dec 2015,126373434,,,True,['nm1174251'],"['nm0000243', 'nm0005351', 'nm0001598']",85000000.0,1,3,948060874,1588772924,0,11,25,0,0,0
The Vow,2012,PG-13,2012-02-10,104,Drama,Michael Sucsy,"Abby Kohn, Marc Silverstein, Jason Katims","Rachel McAdams, Channing Tatum, Sam Neill","A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",English,"United States, Australia, France, Canada, Germany, Brazil, United Kingdom, China",3 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMjE1OTU5MjU0N15BMl5BanBnXkFtZTcwMzI3OTU5Ng@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",43.0,6.8,"200,249",tt1606389,movie,08 May 2012,125014030,,,True,['nm1302591'],"['nm1046097', 'nm1475594', 'nm0000554']",30000000.0,1,3,700189225,1268980616,0,10,17,0,0,0
Magic Mike,2012,R,2012-06-29,110,Comedy,Steven Soderbergh,Reid Carolin,"Channing Tatum, Alex Pettyfer, Olivia Munn","A male stripper teaches a younger performer how to party, pick up women, and make easy money.",English,United States,10 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMTQzMDMzOTA5M15BMl5BanBnXkFtZTcwMjc4MTg4Nw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",72.0,6.1,"145,097",tt1915581,movie,07 Jan 2014,113781613,,,True,['nm0001752'],"['nm1475594', 'nm1641117', 'nm1601397']",7000000.0,1,3,619225096,718294350,3,8,10,385589700,6,127917314
The Bourne Legacy,2012,PG-13,2012-08-10,135,Action,Tony Gilroy,"Tony Gilroy, Dan Gilroy, Robert Ludlum","Jeremy Renner, Rachel Weisz, Edward Norton","An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.","English, Tagalog, Korean, Russian","United States, Japan, South Korea, Philippines, United Arab Emirates, Canada",1 win & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",61.0,6.6,"310,590",tt1194173,movie,22 Jul 2015,113203870,,,True,['nm0006904'],"['nm0719637', 'nm0001838', 'nm0001570']",125000000.0,1,3,479963403,982189842,2,9,22,89606707,2,89606707
Argo,2012,R,2012-10-12,120,Biography,Ben Affleck,"Chris Terrio, Tony Mendez, Joshuah Bearman","Ben Affleck, Bryan Cranston, John Goodman","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","English, Persian, German, Arabic","United Kingdom, United States",Won 3 Oscars. 95 wins & 156 nominations total,https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",86.0,7.7,"629,307",tt1024648,movie,03 Dec 2013,136025503,,,True,['nm0000255'],"['nm0000255', 'nm0186505', 'nm0000422']",44500000.0,1,3,318842990,715571385,2,8,18,112479224,2,112479224
Journey 2: The Mysterious Island,2012,PG,2012-02-10,94,Action,Brad Peyton,"Brian Gunn, Mark Gunn, Richard Outten","Josh Hutcherson, Dwayne Johnson, Michael Caine","Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.",English,United States,7 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjA5MTE1MjQyNV5BMl5BanBnXkFtZTcwODI4NDMwNw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.7/10'}",41.0,5.7,"109,254",tt1397514,movie,15 Feb 2014,103887748,,,True,['nm0679031'],"['nm1242688', 'nm0425005', 'nm0000323']",79000000.0,1,3,884295079,1536223166,1,11,22,43585753,1,43585753
Flight,2012,R,2012-11-02,138,Drama,Robert Zemeckis,John Gatins,"Denzel Washington, Nadine Velazquez, Don Cheadle","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",English,"United States, United Arab Emirates",Nominated for 2 Oscars. 15 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BMTUxMjI1OTMxNl5BMl5BanBnXkFtZTcwNjc3NTY1OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",76.0,7.3,"366,734",tt1907668,movie,02 Nov 2014,93772375,,,True,['nm0000709'],"['nm0000243', 'nm1229204', 'nm0000332']",31000000.0,1,3,584679497,1063525590,2,9,19,409665180,3,220136442
Think Like a Man,2012,PG-13,2012-04-20,122,Comedy,Tim Story,"Keith Merryman, David A. Newman, Steve Harvey","Chris Brown, Gabrielle Union, Kevin Hart",Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.,English,United States,3 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",51.0,6.5,"49,310",tt1621045,movie,04 Feb 2014,91547205,,,True,['nm1103162'],"['nm2093097', 'nm0005517', 'nm0366389']",12000000.0,1,3,110386546,323043730,1,4,9,399279243,4,131921738
Rise of the Guardians,2012,PG,2012-11-21,97,Animation,Peter Ramsey,"David Lindsay-Abaire, William Joyce","Hugh Jackman, Alec Baldwin, Isla Fisher","When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.","English, French","United States, India",14 wins & 32 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",58.0,7.2,"186,651",tt1446192,movie,25 Nov 2015,103412758,,,True,['nm0709056'],"['nm0413168', 'nm0000285', 'nm0279545']",145000000.0,1,3,649194735,1687672223,0,8,19,0,0,0
The Campaign,2012,R,2012-08-10,85,Comedy,Jay Roach,"Chris Henchy, Shawn Harwell, Adam McKay","Will Ferrell, Zach Galifianakis, Jason Sudeikis",An incumbent Representative embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.,English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTY0NjI3MzM2Nl5BMl5BanBnXkFtZTcwNDgxNjA5Nw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",50.0,6.1,"134,916",tt1790886,movie,10 Nov 2015,86907746,,,True,['nm0005366'],"['nm0002071', 'nm0302108', 'nm0837177']",95000000.0,1,3,1529647107,2354385523,1,15,25,352287497,2,73026337
Life of Pi,2012,PG,2012-11-21,127,Adventure,Ang Lee,"Yann Martel, David Magee","Suraj Sharma, Irrfan Khan, Adil Hussain","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.","English, Hindi, Japanese, French","United States, Taiwan, United Kingdom, Canada, India, France",Won 4 Oscars. 81 wins & 134 nominations total,https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",79.0,7.9,"651,547",tt0454876,movie,31 Jul 2014,124987023,,,True,['nm0000487'],"['nm4139037', 'nm0451234', 'nm1300009']",120000000.0,1,3,0,22746035,1,0,2,222681199,3,7460204
The Expendables 2,2012,R,2012-08-17,103,Action,Simon West,"Richard Wenk, Sylvester Stallone, Ken Kaufman","Sylvester Stallone, Liam Hemsworth, Randy Couture","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",English,"United States, Germany, China",4 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNDg1YWRhNmQtMGI5Ny00MTI3LTg2OTItZWEzZGE3OGZjZDNhXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",51.0,6.6,"315,922",tt1764651,movie,20 Dec 2015,85028192,,,True,['nm0922346'],"['nm0000230', 'nm2955013', 'nm1330276']",100000000.0,1,3,616783705,687054648,1,4,5,76981712,2,29121498
Wrath of the Titans,2012,PG-13,2012-03-30,99,Action,Jonathan Liebesman,"Dan Mazeau, David Leslie Johnson-McGoldrick, Greg Berlanti","Sam Worthington, Liam Neeson, Rosamund Pike","Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",English,"United States, Spain",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.7/10'}",37.0,5.7,"193,157",tt1646987,movie,06 Oct 2012,83670083,,,True,['nm0509448'],"['nm0941777', 'nm0000553', 'nm0683253']",150000000.0,1,3,1676973711,1983477723,1,15,20,155621588,3,83552429
Dark Shadows,2012,PG-13,2012-05-11,113,Comedy,Tim Burton,"Seth Grahame-Smith, John August, Dan Curtis","Johnny Depp, Michelle Pfeiffer, Eva Green","An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",English,"United States, Australia, United Kingdom",2 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BZWJlNTIzYjEtZGU1Ni00MmU0LTk5YzMtZTcxOTYwOGMxYzExXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",55.0,6.2,"275,302",tt1077368,movie,15 Feb 2014,79727149,,,True,['nm0000318'],"['nm0000136', 'nm0000201', 'nm1200692']",150000000.0,1,3,1241620266,2668723857,2,9,21,713759479,5,387089183
John Carter,2012,PG-13,2012-03-09,132,Action,Andrew Stanton,"Andrew Stanton, Mark Andrews, Michael Chabon","Taylor Kitsch, Lynn Collins, Willem Dafoe","Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of...",English,United States,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMDEwZmIzNjYtNjUwNS00MzgzLWJiOGYtZWMxZGQ5NDcxZjUwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",51.0,6.6,"281,261",tt0401729,movie,01 Jan 2014,73078100,,,True,['nm0004056'],"['nm2018237', 'nm1211488', 'nm0000353']",250000000.0,1,3,63403744,506829996,1,2,6,604651425,2,223808164
Les Misérables,2012,PG-13,2012-12-25,158,Drama,Tom Hooper,"William Nicholson, Alain Boublil, Claude-Michel Schönberg","Hugh Jackman, Russell Crowe, Anne Hathaway","In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",English,"United Kingdom, United States",Won 3 Oscars. 85 wins & 177 nominations total,https://m.media-amazon.com/images/M/MV5BNWZhNGM1ZTItYTg4Zi00MTE2LTg5MjYtYjdmYmZkNTVmYTQwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",63.0,7.5,"339,735",tt1707386,movie,02 Sep 2014,148809770,,,True,['nm0393799'],"['nm0413168', 'nm0000128', 'nm0004266']",61000000.0,1,3,1591722279,3157332703,1,18,36,138797449,1,138797449
Act of Valor,2012,R,2012-02-24,110,Action,"Mike McCoy, Scott Waugh",Kurt Johnstad,"Alex Veadov, Roselyn Sanchez, Nestor Serrano",An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,"Filipino, English, Russian, Spanish",United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTY3NDQxMDAzM15BMl5BanBnXkFtZTcwNzEyNjgzNw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",40.0,6.4,"70,792",tt1591479,movie,04 Jun 2012,70012847,,,True,"['nm0566788', 'nm0915304']","['nm0891514', 'nm0761052', 'nm0785594']",12000000.0,2,3,0,14730175,0,0,2,0,0,0
Django Unchained,2012,R,2012-12-25,165,Drama,Quentin Tarantino,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.","English, German, French, Italian",United States,Won 2 Oscars. 58 wins & 158 nominations total,https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.5/10'}",81.0,8.5,"1,631,030",tt1853728,movie,24 Mar 2017,162805434,,,True,['nm0000233'],"['nm0004937', 'nm0910607', 'nm0000138']",100000000.0,1,3,945831516,1900564299,1,11,23,355989664,5,120540719
Contraband,2012,R,2012-01-13,109,Action,Baltasar Kormákur,"Aaron Guzikowski, Arnaldur Indriðason, Óskar Jónasson","Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale","To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.","English, Spanish","United States, United Kingdom, France",1 win,https://m.media-amazon.com/images/M/MV5BMjE3NzY5NTg0OF5BMl5BanBnXkFtZTcwODk4MzgxNw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",51.0,6.4,"125,027",tt1524137,movie,01 Dec 2015,66528000,,,True,['nm0466349'],"['nm0000242', 'nm0000610', 'nm0000295']",25000000.0,1,3,612368494,1396176044,0,13,24,0,0,0
